,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11,0.7,0.68,0.68,0.64,0.6,0.55,0.49,0.42,0.34,0.25,0.15,0.27,0.33,0.39,0.44,0.48,0.5,0.53,0.57,0.56,0.56,0.6,0.62,0.64,0.63,0.68,0.67,0.67,0.66,0.66,0.65,0.7,0.7,0.72,0.72,0.71,0.7,0.73,0.73,0.72,0.79,0.78,0.78,0.78,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.8,0.79,0.79,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.85,0.85,0.85,0.85,0.84,0.84
12,0.72,0.71,0.69,0.67,0.63,0.59,0.54,0.49,0.42,0.35,0.27,0.18,0.26,0.32,0.38,0.44,0.46,0.49,0.54,0.53,0.58,0.58,0.6,0.62,0.61,0.66,0.66,0.65,0.65,0.64,0.64,0.69,0.69,0.71,0.71,0.7,0.7,0.73,0.72,0.72,0.78,0.78,0.78,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.8,0.79,0.79,0.79,0.84,0.84,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.85,0.85,0.85,0.84,0.84,0.84
13,0.7,0.69,0.67,0.65,0.62,0.61,0.57,0.52,0.46,0.4,0.33,0.26,0.18,0.25,0.32,0.38,0.41,0.44,0.5,0.5,0.55,0.55,0.57,0.6,0.59,0.65,0.64,0.64,0.63,0.63,0.62,0.68,0.67,0.7,0.7,0.69,0.69,0.72,0.71,0.71,0.78,0.77,0.77,0.77,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.7,0.7,0.69,0.79,0.79,0.79,0.79,0.84,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.85,0.85,0.85,0.85,0.84,0.84,0.84
14,0.71,0.7,0.69,0.67,0.66,0.62,0.59,0.55,0.5,0.44,0.39,0.32,0.25,0.18,0.26,0.33,0.4,0.4,0.46,0.46,0.52,0.52,0.55,0.57,0.57,0.63,0.62,0.62,0.61,0.61,0.6,0.67,0.66,0.69,0.69,0.68,0.68,0.71,0.7,0.7,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.69,0.69,0.79,0.79,0.79,0.78,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.84,0.84,0.84
15,0.73,0.72,0.71,0.69,0.67,0.64,0.61,0.57,0.53,0.49,0.44,0.38,0.32,0.26,0.19,0.27,0.34,0.35,0.42,0.42,0.49,0.49,0.52,0.55,0.55,0.61,0.6,0.6,0.6,0.59,0.66,0.65,0.65,0.68,0.67,0.67,0.67,0.7,0.69,0.69,0.76,0.76,0.76,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.69,0.69,0.79,0.79,0.79,0.78,0.78,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.85,0.84,0.84,0.84
16,0.71,0.7,0.69,0.67,0.65,0.63,0.6,0.57,0.57,0.53,0.48,0.44,0.38,0.33,0.27,0.2,0.29,0.3,0.38,0.38,0.45,0.45,0.49,0.52,0.52,0.59,0.58,0.58,0.58,0.57,0.64,0.64,0.63,0.67,0.66,0.66,0.69,0.69,0.69,0.68,0.76,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.79,0.79,0.78,0.78,0.78,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.84
17,0.73,0.72,0.71,0.7,0.68,0.66,0.64,0.61,0.58,0.54,0.5,0.46,0.41,0.4,0.34,0.29,0.23,0.24,0.33,0.34,0.41,0.42,0.49,0.49,0.49,0.56,0.56,0.56,0.56,0.55,0.63,0.62,0.62,0.65,0.65,0.65,0.68,0.68,0.67,0.67,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.7,0.69,0.69,0.68,0.68,0.78,0.78,0.78,0.78,0.77,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.83
18,0.71,0.71,0.71,0.7,0.69,0.67,0.65,0.62,0.59,0.56,0.53,0.49,0.44,0.4,0.35,0.3,0.24,0.18,0.28,0.29,0.37,0.38,0.46,0.46,0.46,0.54,0.54,0.54,0.53,0.53,0.61,0.61,0.6,0.64,0.64,0.63,0.67,0.67,0.66,0.66,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.7,0.69,0.69,0.69,0.68,0.68,0.78,0.78,0.78,0.78,0.77,0.77,0.83,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.83
19,0.74,0.74,0.73,0.72,0.71,0.69,0.67,0.65,0.63,0.6,0.57,0.54,0.5,0.46,0.42,0.38,0.33,0.28,0.23,0.24,0.33,0.34,0.43,0.43,0.43,0.51,0.51,0.51,0.51,0.51,0.59,0.59,0.59,0.62,0.62,0.62,0.66,0.66,0.65,0.65,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.7,0.7,0.69,0.69,0.69,0.69,0.68,0.68,0.67,0.78,0.78,0.78,0.77,0.77,0.77,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.83
20,0.73,0.72,0.72,0.71,0.69,0.68,0.66,0.64,0.62,0.59,0.56,0.53,0.5,0.46,0.42,0.38,0.34,0.29,0.24,0.18,0.29,0.3,0.39,0.39,0.4,0.49,0.49,0.49,0.49,0.49,0.57,0.57,0.57,0.61,0.61,0.6,0.65,0.64,0.64,0.64,0.73,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.7,0.7,0.7,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.67,0.67,0.78,0.77,0.77,0.77,0.77,0.76,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.83,0.83
21,0.71,0.71,0.7,0.69,0.68,0.67,0.65,0.63,0.61,0.59,0.56,0.58,0.55,0.52,0.49,0.45,0.41,0.37,0.33,0.29,0.24,0.25,0.35,0.36,0.36,0.46,0.46,0.46,0.46,0.55,0.55,0.55,0.55,0.59,0.59,0.63,0.63,0.63,0.63,0.63,0.72,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.67,0.67,0.66,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.83,0.83
22,0.7,0.7,0.72,0.72,0.71,0.69,0.68,0.66,0.65,0.62,0.6,0.58,0.55,0.52,0.49,0.45,0.42,0.38,0.34,0.3,0.25,0.2,0.31,0.32,0.33,0.43,0.43,0.43,0.43,0.53,0.53,0.53,0.53,0.58,0.57,0.62,0.62,0.62,0.62,0.61,0.71,0.71,0.7,0.7,0.7,0.7,0.69,0.69,0.69,0.69,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.66,0.66,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.82,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.77,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83
23,0.74,0.74,0.73,0.72,0.71,0.7,0.69,0.68,0.66,0.64,0.62,0.6,0.57,0.55,0.52,0.49,0.49,0.46,0.43,0.39,0.35,0.31,0.27,0.28,0.29,0.4,0.4,0.4,0.41,0.51,0.51,0.51,0.51,0.56,0.56,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.69,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.65,0.77,0.76,0.76,0.76,0.76,0.76,0.75,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83
24,0.73,0.72,0.72,0.71,0.71,0.69,0.68,0.67,0.68,0.66,0.64,0.62,0.6,0.57,0.55,0.52,0.49,0.46,0.43,0.39,0.36,0.32,0.28,0.24,0.25,0.36,0.37,0.37,0.38,0.48,0.49,0.49,0.49,0.54,0.54,0.59,0.59,0.59,0.59,0.59,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.76,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83
25,0.73,0.73,0.73,0.72,0.71,0.71,0.69,0.68,0.67,0.65,0.63,0.61,0.59,0.57,0.55,0.52,0.49,0.46,0.43,0.4,0.36,0.33,0.29,0.25,0.21,0.33,0.34,0.34,0.35,0.46,0.46,0.46,0.46,0.52,0.52,0.57,0.57,0.57,0.57,0.57,0.68,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.64,0.64,0.76,0.76,0.75,0.75,0.75,0.75,0.75,0.74,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.82
26,0.76,0.76,0.76,0.75,0.75,0.74,0.73,0.72,0.71,0.7,0.68,0.66,0.65,0.63,0.61,0.59,0.56,0.54,0.51,0.49,0.46,0.43,0.4,0.36,0.33,0.29,0.3,0.31,0.31,0.43,0.44,0.44,0.44,0.5,0.56,0.56,0.56,0.56,0.56,0.55,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.63,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.82
27,0.75,0.75,0.75,0.74,0.74,0.73,0.72,0.71,0.7,0.69,0.67,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.51,0.49,0.46,0.43,0.4,0.37,0.34,0.3,0.27,0.27,0.4,0.41,0.41,0.41,0.42,0.48,0.54,0.54,0.54,0.54,0.54,0.54,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.75,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.73,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.82,0.82
28,0.75,0.74,0.74,0.74,0.73,0.72,0.71,0.71,0.69,0.68,0.67,0.65,0.64,0.62,0.6,0.58,0.56,0.54,0.51,0.49,0.46,0.43,0.4,0.37,0.34,0.31,0.27,0.24,0.37,0.38,0.38,0.39,0.39,0.46,0.52,0.52,0.52,0.52,0.52,0.52,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.74,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.8,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82
29,0.74,0.73,0.73,0.73,0.72,0.71,0.71,0.7,0.69,0.67,0.66,0.65,0.63,0.61,0.6,0.58,0.56,0.53,0.51,0.49,0.46,0.43,0.41,0.38,0.35,0.31,0.4,0.37,0.34,0.35,0.36,0.36,0.37,0.43,0.5,0.5,0.5,0.5,0.51,0.5,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82
30,0.73,0.73,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.67,0.66,0.64,0.63,0.61,0.59,0.57,0.55,0.53,0.51,0.49,0.55,0.53,0.51,0.48,0.46,0.43,0.41,0.38,0.35,0.32,0.33,0.33,0.34,0.41,0.48,0.48,0.48,0.49,0.49,0.49,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82
31,0.72,0.72,0.71,0.71,0.7,0.7,0.69,0.68,0.67,0.66,0.65,0.64,0.62,0.6,0.66,0.64,0.63,0.61,0.59,0.57,0.55,0.53,0.51,0.49,0.46,0.44,0.41,0.38,0.36,0.33,0.3,0.3,0.31,0.45,0.46,0.46,0.46,0.47,0.47,0.47,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.73,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.81
32,0.71,0.71,0.71,0.7,0.7,0.69,0.68,0.67,0.72,0.71,0.7,0.69,0.68,0.67,0.65,0.64,0.62,0.61,0.59,0.57,0.55,0.53,0.51,0.49,0.46,0.44,0.41,0.39,0.36,0.33,0.3,0.27,0.28,0.43,0.44,0.44,0.44,0.45,0.45,0.45,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.71,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.75,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.81
33,0.7,0.7,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.7,0.69,0.67,0.66,0.65,0.63,0.62,0.6,0.59,0.57,0.55,0.53,0.51,0.49,0.46,0.44,0.42,0.39,0.37,0.34,0.31,0.28,0.25,0.41,0.41,0.42,0.42,0.43,0.43,0.43,0.57,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.75,0.75,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.81,0.81
